original_title,release_date,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,budget,6.0 cast,5.0 cast,8.0 cast,6.0 director,8.0 production_companies,6.0 production_companies,7.0 cast,4.0 cast,7.0 production_companies,8.0 director,vote_average,4.0 production_companies,7.0 director,5.0 director,4.0 director,5.0 production_companies
The Kid,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,82308987.43230401,1.3333333333333333,5.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,0.0,5.0,0.6666666666666666,0.0,1.0,0.0,1.0
The Kid Stays in the Picture,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48490.4557448218,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
The Kids Are All Right,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000.0,5.0,3.5,0.0,1.0,0.0,5.0,2.5,1.5,1.5,0.0,6.0,2.5,0.0,0.0,0.0,2.0
The Killing Fields,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,30226205.364395697,2.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.6666666666666667,5.0,0.3333333333333333,3.0,0.0,7.0,0.0,1.0,0.6666666666666666,0.0,0.0
The King and I,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32726321.164858002,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,5.0,1.6666666666666667,0.0,4.0,5.0,0.0,0.0,1.0,1.6666666666666667
The King's Speech,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15000000.0,3.5,2.5,0.5,0.0,0.0,2.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1.5
The Kingdom,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,73616800.78420821,5.0,1.6666666666666667,0.0,1.0,0.3333333333333333,5.0,2.0,0.6666666666666666,2.6666666666666665,0.0,6.0,1.3333333333333333,1.0,0.6666666666666666,0.0,3.0
The Kite Runner,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21033371.6526309,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0
The Ladies Man,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30391010.744235303,2.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
The Lady in the Van,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5519997.57120106,1.5,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.5,1.0,0.0,2.0
The Lair of the White Worm,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4609727.55772577,0.5,5.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
The Lake House,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,43266766.33166289,5.0,1.3333333333333333,0.0,1.0,0.3333333333333333,4.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,6.0,1.3333333333333333,0.0,0.0,0.0,2.6666666666666665
The Land Before Time,11,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22679859.5840108,5.0,0.3333333333333333,0.0,1.0,0.0,4.0,0.6666666666666666,0.0,2.3333333333333335,0.0,6.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335
The Last Airbender,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150000000.0,0.25,0.5,0.0,0.5,0.25,3.5,0.0,5.0,1.5,0.0,4.0,5.0,0.0,0.75,1.0,3.25
The Last Boy Scout,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46431692.4159754,5.0,3.0,0.25,1.0,0.75,3.0,1.0,1.5,2.25,0.0,6.0,1.75,0.5,0.5,0.0,2.0
The Last Castle,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,88667144.4019567,3.3333333333333335,3.3333333333333335,0.0,0.6666666666666666,0.0,1.0,5.0,1.0,1.0,0.0,7.0,0.0,1.0,0.3333333333333333,0.0,1.0
The Last Dragon,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20271660.5226642,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.75,0.0,6.0,0.75,0.0,0.0,0.0,1.0
The Last Emperor,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,44138850.075487,1.0,1.0,0.0,0.5,0.0,1.0,5.0,0.5,5.0,0.0,7.0,0.5,1.0,1.0,0.0,1.5
The Last Exorcism,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1800000.0,0.0,5.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.0,5.0,0.6666666666666666,0.0,1.0,0.0,3.0
The Last Exorcism Part II,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4680166.76370212,0.5,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.5,0.0,4.0,2.0,0.0,0.0,1.0,1.0
The Last King of Scotland,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6490014.94974943,5.0,3.0,0.0,0.0,0.0,4.0,5.0,1.0,5.0,0.0,7.0,0.0,1.0,1.0,0.0,3.0
The Last Legion,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70461795.0363136,1.75,1.25,0.25,0.0,0.0,2.25,1.25,5.0,0.75,0.0,4.0,4.0,0.0,0.0,1.0,2.0
The Last Picture Show,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000753.38876852,4.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0
The Last Samurai,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,165949370.269553,2.75,1.25,0.0,1.0,0.5,3.25,5.0,0.0,4.0,0.0,7.0,0.5,1.0,0.0,0.0,2.0
The Last Starfighter,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31485630.587912202,5.0,0.6666666666666666,0.0,1.0,0.0,2.0,0.0,0.6666666666666666,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.6666666666666667
The Last Temptation of Christ,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12907237.1616321,5.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,2.0
The Last Wave,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2914202.63638198,0.0,5.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3333333333333333,1.0,0.0,1.0
The Last Witch Hunter,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82799963.56801601,2.0,5.0,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,0.0,5.0,0.3333333333333333,0.0,1.0,0.0,5.0
The Last of the Mohicans,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,62160970.1835582,5.0,0.8,0.0,1.0,0.0,1.0,0.2,0.0,0.4,0.0,6.0,0.2,0.4,0.6,0.0,1.0
The Lawnmower Man,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,15540242.545889499,0.3333333333333333,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.6666666666666666,2.0
The Lazarus Effect,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3035998.66416058,0.5,0.5,0.0,0.0,0.0,2.0,0.0,5.0,0.5,0.0,4.0,3.0,0.0,0.0,1.0,2.0
The League of Extraordinary Gentlemen,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,92457506.2930371,1.0,5.0,0.0,0.25,0.5,2.0,0.5,1.25,1.0,0.0,5.0,1.0,0.0,1.0,0.0,5.0
The Ledge,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9693980.42591472,4.0,5.0,0.0,0.0,0.0,1.0,2.5,1.0,0.5,0.0,5.0,0.5,0.0,1.0,0.0,5.0
The Legend of Bagger Vance,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101303369.147451,5.0,2.5,0.0,1.0,0.0,5.0,2.0,0.0,3.0,0.0,6.0,2.0,0.5,0.5,0.0,3.0
The Legend of Hercules,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64476373.5540021,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0
The Legend of Zorro,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83742246.724087,2.25,5.0,0.0,1.0,0.25,1.75,0.5,1.25,1.5,0.0,5.0,0.75,0.5,1.0,0.0,2.0
The Lego Movie,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55265463.0462875,1.6,1.4,0.0,1.2,0.2,3.0,5.0,0.6,5.0,0.0,7.0,1.4,2.0,0.0,0.0,3.2
The Life Aquatic with Steve Zissou,12,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57722269.9906074,4.666666666666667,3.3333333333333335,0.0,0.6666666666666666,0.0,1.0,5.0,2.0,1.0,0.0,7.0,0.6666666666666666,1.0,0.0,0.0,1.0
The Life of David Gale,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59267632.23912641,3.6666666666666665,1.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,3.0,5.0,1.3333333333333333,3.0,0.0,7.0,1.6666666666666667,1.0,0.3333333333333333,0.0,3.0
The Limey,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,13090528.465943199,5.0,1.8,0.0,1.0,0.0,1.0,0.6,0.0,0.2,0.0,6.0,0.2,0.4,0.8,0.2,0.6
The Lincoln Lawyer,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38775921.7036588,5.0,4.0,1.0,1.0,0.0,3.0,3.3333333333333335,0.6666666666666666,1.6666666666666667,0.0,6.0,1.3333333333333333,0.0,1.0,0.0,2.6666666666666665
The Lion King,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66200020.271917306,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,2.0,5.0,0.3333333333333333,2.0,0.0,7.0,0.3333333333333333,2.0,0.6666666666666666,0.0,1.6666666666666667
The Little Mermaid,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70359397.5617302,1.5,0.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,7.0,0.5,2.0,0.0,0.0,1.0
The Little Prince,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58879974.0928114,2.3333333333333335,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,5.0,0.0,5.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
The Little Vampire,10,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,27858426.515549,5.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
The Living Daylights,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76763217.52258609,5.0,1.0,0.0,1.0,0.0,2.0,0.6666666666666666,0.6666666666666666,2.0,0.0,6.0,0.6666666666666666,0.0,1.0,0.0,2.0
The Lizzie McGuire Movie,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20150994.9613029,0.3333333333333333,5.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0
The Lobster,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3679998.38080071,5.0,2.4,0.0,1.0,0.4,5.0,1.4,0.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2
The Lone Ranger,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238688504.94880804,5.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,1.3333333333333333,0.0,6.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
The Long Kiss Goodnight,10,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,90364088.03241651,5.0,1.2,0.4,1.0,0.2,3.0,1.8,0.6,1.2,0.0,6.0,0.8,0.0,0.6,0.6,1.0
The Long Riders,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26460367.5292129,5.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,6.0,0.0,0.0,0.0,0.0,0.5
The Longest Ride,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31279986.236806,0.0,1.0,0.5,0.5,0.5,2.0,5.0,1.0,2.0,0.0,7.0,0.5,1.0,0.0,0.0,2.0
The Longest Yard,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91558189.75166851,5.0,2.5,0.0,1.0,1.0,5.0,1.0,1.0,3.5,0.0,6.0,2.5,0.0,0.5,0.5,4.0
The Lookout,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16826697.3221047,5.0,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,1.0,0.0,6.0,0.6666666666666666,0.0,0.0,0.0,1.0
The Lorax,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66482099.6946572,5.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,1.5
The Lord of the Rings,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13370802.7796561,5.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114528394.85252701,4.0,3.3333333333333335,0.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
The Lord of the Rings: The Return of the King,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111423148.60955699,4.0,3.3333333333333335,0.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
The Lord of the Rings: The Two Towers,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95768650.0960232,4.0,3.3333333333333335,0.0,1.0,0.0,2.0,5.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0
The Lords of Salem,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1424616.42202836,1.0,0.5,0.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,3.0,0.0,0.5,1.0,2.5
The Losers,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25000000.0,5.0,3.0,0.0,1.0,1.4,5.0,0.8,0.4,2.8,0.0,6.0,2.0,0.0,0.0,0.0,3.2
The Lost Boys,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16312183.7235495,5.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,6.0,1.0,0.0,0.5,0.0,1.0
The Lost City,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10719007.5806831,5.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,6.0,0.5,0.0,0.0,0.0,1.0
The Lost World: Jurassic Park,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99167603.438263,5.0,3.3333333333333335,0.0,1.0,0.0,2.0,2.6666666666666665,0.0,2.0,0.0,6.0,1.3333333333333333,1.0,1.0,0.0,2.0
The Love Guru,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62792771.2961683,4.0,2.0,0.0,0.0,1.0,2.0,0.5,5.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0
The Lovely Bones,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66066028.2181219,5.0,4.0,0.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,6.0,0.0,0.5,0.0,0.0,2.5
The Lucky One,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23743607.0338061,5.0,1.5,0.0,1.0,0.5,4.0,0.0,0.5,2.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0
The Machinist,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5772226.99906074,3.0,1.0,1.0,0.5,0.0,2.5,5.0,1.0,5.0,0.0,7.0,0.0,1.0,0.0,1.0,0.5
The Magnificent Seven,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14745934.914392402,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
The Majestic,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88667144.4019567,5.0,1.0,0.0,1.0,1.0,4.0,2.5,1.0,2.5,0.5,6.0,0.5,0.0,0.0,0.0,3.0
The Man Who Knew Too Little,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27169206.421441898,5.0,2.25,0.0,1.0,0.75,4.0,0.75,0.0,2.0,0.0,6.0,2.0,0.0,0.5,0.0,2.0
The Man Who Shot Liberty Valance,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23067036.4120378,1.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
The Man from Snowy River,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,7908748.40892929,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.25,0.0,0.0
The Man from U.N.C.L.E.,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68999969.64001329,1.3333333333333333,1.3333333333333333,0.0,1.0,0.6666666666666666,3.6666666666666665,5.0,0.3333333333333333,4.0,0.0,7.0,1.3333333333333333,1.0,0.0,0.3333333333333333,2.3333333333333335
The Man with the Golden Gun,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30955987.2195995,5.0,2.6666666666666665,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,6.0,0.6666666666666666,1.0,0.0,0.0,2.0
The Man with the Iron Fists,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14246164.2202836,3.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0
The Manchurian Candidate,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,92355631.98497193,5.0,2.0,0.0,1.0,0.3333333333333333,3.0,3.3333333333333335,0.3333333333333333,2.3333333333333335,0.0,6.0,1.0,1.0,0.3333333333333333,0.0,2.3333333333333335
The Manhattan Project,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,35809315.3955188,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,0.0,0.0
The Marine,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21633383.1658314,0.75,5.0,0.0,0.0,0.5,2.0,0.75,1.0,2.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0
The Martian,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,99359956.2816192,3.3333333333333335,3.3333333333333335,1.0,1.0,0.6666666666666666,4.0,5.0,0.0,5.0,0.0,7.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,3.0
The Mask,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33835565.916757695,5.0,2.5,0.0,1.0,0.0,2.0,1.0,0.25,1.0,0.0,6.0,1.0,0.0,0.25,0.0,1.75
The Mask of Zorro,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,127081069.56243798,5.0,3.0,0.0,1.0,0.0,2.0,1.0,1.2,1.4,0.0,6.0,1.0,0.4,0.6,0.0,1.8
The Master,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30391817.003271803,5.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0
The Matador,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11165632.8965449,5.0,2.4,0.0,1.0,0.4,1.0,0.8,1.0,1.0,0.0,6.0,0.6,0.0,0.0,0.0,1.0
The Matrix,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82470329.3354423,4.0,3.0,0.0,2.0,1.0,3.0,5.0,0.0,4.0,0.0,7.0,3.0,2.0,2.0,0.0,3.0
The Matrix Reloaded,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,177802896.717379,5.0,3.25,0.0,2.0,1.0,5.0,2.75,0.25,3.5,0.0,6.0,3.25,1.0,1.5,0.0,3.75
The Matrix Revolutions,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,177802896.717379,5.0,3.25,0.0,2.0,1.0,4.0,2.75,0.25,3.5,0.0,6.0,3.25,1.0,1.5,0.0,3.75
The Maze Runner,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,31317095.7262296,1.5,0.0,0.0,0.75,0.5,3.0,5.0,0.0,5.0,0.0,7.0,1.25,1.0,0.0,0.0,2.5
The Mechanic,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38775921.7036588,5.0,3.6666666666666665,0.0,1.0,0.0,5.0,2.0,0.6666666666666666,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0
The Men Who Stare at Goats,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24393610.4189988,2.5,5.0,0.0,0.0,0.0,0.5,1.5,0.5,1.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0
The Messenger,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6606602.82181219,5.0,1.5,0.0,1.0,0.0,1.0,1.5,0.5,0.0,0.0,6.0,0.0,0.0,0.5,0.0,0.0
The Messengers,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16826697.3221047,2.0,5.0,0.0,0.0,0.0,3.6666666666666665,1.0,0.3333333333333333,1.0,0.0,5.0,3.0,0.0,2.0,0.0,5.0
The Mexican,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70194822.651549,4.0,5.0,0.0,0.5,0.0,2.0,2.25,0.75,1.0,0.0,5.0,0.25,0.25,1.0,0.0,4.0
The Midnight Meat Train,8,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,15191799.507137502,1.2,5.0,0.0,0.0,0.0,2.6,1.4,0.0,0.8,0.0,5.0,1.2,0.0,1.0,0.0,4.0
The Mighty Ducks,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15540242.545889499,5.0,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0
The Miracle Worker,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3604224.43938091,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
The Mission,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,48740457.0661229,5.0,2.0,0.75,1.0,0.75,5.0,2.0,1.25,2.0,0.0,6.0,0.75,0.5,0.5,0.0,1.0
The Mist,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,18930034.4873678,5.0,2.6666666666666665,0.0,1.0,0.0,2.0,0.3333333333333333,0.0,0.3333333333333333,0.0,6.0,1.0,0.0,0.0,0.0,0.6666666666666666
The Mod Squad,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,65452642.32971611,3.3333333333333335,3.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0
The Money Pit,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19894064.1086215,5.0,2.0,1.0,1.0,0.0,2.0,0.5,0.5,1.5,0.0,6.0,2.0,0.0,1.0,0.0,2.0
The Monster Squad,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,23028965.2567758,0.0,0.0,0.0,0.0,0.0,2.4,5.0,0.2,4.0,0.0,7.0,0.8,1.0,0.0,0.4,1.2
The Monuments Men,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,64476373.5540021,3.75,5.0,0.0,0.5,0.25,3.25,2.5,0.25,2.5,0.0,5.0,1.0,0.0,1.0,0.0,5.0
The Mortal Instruments: City of Bones,8,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,56162001.164425395,5.0,1.2,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.4,0.0,0.0,0.2,1.4
The Mothman Prophecies,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,38792364.5958575,1.75,5.0,0.0,0.0,0.0,1.0,2.25,1.0,0.25,0.0,5.0,0.75,0.0,1.0,0.0,1.0
The Mummy,5,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,104724227.727545,5.0,4.6,0.0,1.0,0.0,2.0,0.4,0.6,1.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0
The Mummy Returns,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,120685835.43599601,4.2,5.0,0.0,0.8,0.2,2.0,0.6,0.6,1.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0
